city,date,X1_temperature_2m_C,X2_relative_humidity_2m_pct,X3_surface_pressure_hPa,X4_wind_speed_10m_kmh,X5_cloud_cover_pct,Y_apparent_temperature_C
Raleigh,16-01-2026,3.1,27,1006.6,10.4,0,-1.9
Raleigh,17-01-2026,9.6,44,1006.2,13.5,100,5.2
Raleigh,18-01-2026,4.4,95,1000.9,12.6,100,1.1
Raleigh,19-01-2026,4.7,47,1006.5,9.9,0,0.5
Raleigh,20-01-2026,3,35,1017,7.5,2,-1.3
Raleigh,21-01-2026,6.3,25,1018.7,10.3,99,1.5
Raleigh,22-01-2026,10.8,47,1008.9,8.2,100,7.4
Raleigh,23-01-2026,7.3,43,1011.3,7.4,100,3.5
Raleigh,24-01-2026,-4,31,1020.7,18.1,100,-10.4
Raleigh,25-01-2026,-2.5,89,1004.6,9.1,100,-6.5
Raleigh,26-01-2026,0.2,47,1001.6,22.2,100,-6.2
Raleigh,27-01-2026,-0.9,26,1012.3,13.4,0,-6.2
Raleigh,28-01-2026,1.9,33,1009.6,7.2,60,-2.6
Raleigh,29-01-2026,0.2,28,1011.4,11.8,100,-5
Raleigh,30-01-2026,0.7,37,1010.3,9.4,100,-4.1
Raleigh,31-01-2026,-5.9,45,1003.1,21.6,100,-12.7
Raleigh,01-02-2026,-5.5,60,1003.3,19.9,4,-11.3
Raleigh,02-02-2026,-0.6,49,1011.7,7.7,0,-4.4
Raleigh,03-02-2026,4.8,51,1011.1,4.3,100,1.4
Raleigh,04-02-2026,7.6,60,1007.1,9.5,100,4.1
Raleigh,05-02-2026,1,50,1003.7,15.5,71,-4.3
Raleigh,06-02-2026,5.7,39,994.6,11,2,1.5
Raleigh,07-02-2026,0,30,1004.5,24.7,0,-6.7
Raleigh,08-02-2026,-0.7,30,1014.4,11.6,100,-6
Raleigh,09-02-2026,2.4,36,1015,1,0,-0.4
Raleigh,10-02-2026,13.2,36,1006,6.6,0,10.5
Raleigh,11-02-2026,16.4,34,1000,17.4,52,11.9
Raleigh,12-02-2026,8.9,38,1007.5,15.2,100,4.2
Raleigh,13-02-2026,6.4,43,1010.9,5.7,0,3.5
Raleigh,14-02-2026,12.4,22,1010.2,6,95,9.2
Raleigh,15-02-2026,8.9,90,1003.2,8.9,100,6.8
Raleigh,16-02-2026,10.1,61,1006.2,20.6,63,5.5
Raleigh,17-02-2026,13.5,58,1010.1,12.7,1,11.2
Raleigh,18-02-2026,16.8,71,1000.5,15.4,100,15
Raleigh,19-02-2026,19.5,74,997.6,8.5,100,19.7
Raleigh,20-02-2026,20,89,994,17.7,98,20.4
Raleigh,21-02-2026,13,71,1002,2.1,100,12.1
Raleigh,22-02-2026,7.2,78,996.4,17.1,100,3.2
Raleigh,23-02-2026,5.1,35,1001,25,77,-1.6
Raleigh,24-02-2026,4.1,37,1007.2,10.7,54,0.3
Raleigh,25-02-2026,11.4,41,998.5,19.8,81,6.2
Raleigh,26-02-2026,13.6,96,997.6,17.2,100,12.1
Raleigh,27-02-2026,9.6,92,1004.4,13,100,7.2
Raleigh,28-02-2026,15,65,1005.4,5.2,0,14.9
